idfederal;fedconc;feddata;fedlocal;fedpremioest;feds01;feds02;feds03;feds04;feds05;fedpr01;fedpr02;fedpr03;fedpr04;fedpr05;fedcidgan01;fedcidgan02;fedcidgan03;fedcidgan04;fedcidgan05
1238;1238;1993-05-22;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1239;1239;1993-05-23;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1240;1240;1993-05-24;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1241;1241;1993-05-25;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1242;1242;1993-05-26;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1243;1243;1993-05-27;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1244;1244;1993-05-28;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1245;1245;1993-05-29;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1246;1246;1993-05-30;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1247;1247;1993-05-31;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1248;1248;1993-06-01;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1249;1249;1993-06-02;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1250;1250;1993-06-03;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1251;1251;1993-06-04;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1252;1252;1993-06-05;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1253;1253;1993-06-06;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1254;1254;1993-06-07;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1255;1255;1993-06-08;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1256;1256;1993-06-09;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1257;1257;1993-06-10;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1258;1258;1993-06-11;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1259;1259;1993-06-12;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1260;1260;1993-06-13;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1261;1261;1993-06-14;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1262;1262;1993-06-15;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1263;1263;1993-06-16;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1264;1264;1993-06-17;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1265;1265;1993-06-18;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1266;1266;1993-06-19;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1267;1267;1993-06-20;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1268;1268;1993-06-21;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1269;1269;1993-06-22;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1270;1270;1993-06-23;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1271;1271;1993-06-24;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1272;1272;1993-06-25;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1273;1273;1993-06-26;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1274;1274;1993-06-27;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1275;1275;1993-06-28;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1276;1276;1993-06-29;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1277;1277;1993-06-30;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1278;1278;1993-07-01;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1279;1279;1993-07-02;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1280;1280;1993-07-03;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1281;1281;1993-07-04;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1282;1282;1993-07-05;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1283;1283;1993-07-06;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1284;1284;1993-07-07;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1285;1285;1993-07-08;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1286;1286;1993-07-09;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1287;1287;1993-07-10;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1288;1288;1993-07-11;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1289;1289;1993-07-12;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1290;1290;1993-07-13;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1291;1291;1993-07-14;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1292;1292;1993-07-15;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1293;1293;1993-07-16;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1294;1294;1993-07-17;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1295;1295;1993-07-18;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1296;1296;1993-07-19;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1297;1297;1993-07-20;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1298;1298;1993-07-21;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1299;1299;1993-07-22;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1300;1300;1993-07-23;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1301;1301;1993-07-24;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1302;1302;1993-07-25;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1303;1303;1993-07-26;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1304;1304;1993-07-27;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1305;1305;1993-07-28;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1306;1306;1993-07-29;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1307;1307;1993-07-30;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1308;1308;1993-07-31;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1309;1309;1993-08-01;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1310;1310;1993-08-02;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1311;1311;1993-08-03;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1312;1312;1993-08-04;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1313;1313;1993-08-05;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1314;1314;1993-08-06;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1315;1315;1993-08-07;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1316;1316;1993-08-08;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1317;1317;1993-08-09;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1318;1318;1993-08-10;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1319;1319;1993-08-11;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1320;1320;1993-08-12;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1321;1321;1993-08-13;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1322;1322;1993-08-14;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1323;1323;1993-08-15;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1324;1324;1993-08-16;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1325;1325;1993-08-17;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1326;1326;1993-08-18;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1327;1327;1993-08-19;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1328;1328;1993-08-20;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1329;1329;1993-08-21;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1330;1330;1993-08-22;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1331;1331;1993-08-23;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1332;1332;1993-08-24;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1333;1333;1993-08-25;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1334;1334;1993-08-26;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1335;1335;1993-08-27;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1336;1336;1993-08-28;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1337;1337;1993-08-29;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1338;1338;1993-08-30;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1339;1339;1993-08-31;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1340;1340;1993-09-01;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1341;1341;1993-09-02;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1342;1342;1993-09-03;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1343;1343;1993-09-04;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1344;1344;1993-09-05;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1345;1345;1993-09-06;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1346;1346;1993-09-07;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1347;1347;1993-09-08;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1348;1348;1993-09-09;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1349;1349;1993-09-10;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1350;1350;1993-09-11;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1351;1351;1993-09-12;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1352;1352;1993-09-13;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1353;1353;1993-09-14;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1354;1354;1993-09-15;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1355;1355;1993-09-16;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1356;1356;1993-09-17;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1357;1357;1993-09-18;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1358;1358;1993-09-19;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1359;1359;1993-09-20;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1360;1360;1993-09-21;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1361;1361;1993-09-22;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1362;1362;1993-09-23;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1363;1363;1993-09-24;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1364;1364;1993-09-25;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1365;1365;1993-09-26;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1366;1366;1993-09-27;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1367;1367;1993-09-28;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1368;1368;1993-09-29;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1369;1369;1993-09-30;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1370;1370;1993-10-01;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1371;1371;1993-10-02;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1372;1372;1993-10-03;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1373;1373;1993-10-04;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1374;1374;1993-10-05;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1375;1375;1993-10-06;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1376;1376;1993-10-07;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1377;1377;1993-10-08;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1378;1378;1993-10-09;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1379;1379;1993-10-10;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1380;1380;1993-10-11;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1381;1381;1993-10-12;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1382;1382;1993-10-13;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1383;1383;1993-10-14;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1384;1384;1993-10-15;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1385;1385;1993-10-16;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1386;1386;1993-10-17;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1387;1387;1993-10-18;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1388;1388;1993-10-19;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1389;1389;1993-10-20;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1390;1390;1993-10-21;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1391;1391;1993-10-22;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1392;1392;1993-10-23;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1393;1393;1993-10-24;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1394;1394;1993-10-25;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1395;1395;1993-10-26;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1396;1396;1993-10-27;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1397;1397;1993-10-28;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1398;1398;1993-10-29;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1399;1399;1993-10-30;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1400;1400;1993-10-31;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1401;1401;1993-11-01;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1402;1402;1993-11-02;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1403;1403;1993-11-03;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1404;1404;1993-11-04;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1405;1405;1993-11-05;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1406;1406;1993-11-06;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1407;1407;1993-11-07;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1408;1408;1993-11-08;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1409;1409;1993-11-09;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1410;1410;1993-11-10;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1411;1411;1993-11-11;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1412;1412;1993-11-12;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1413;1413;1993-11-13;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1414;1414;1993-11-14;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1415;1415;1993-11-15;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1416;1416;1993-11-16;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1417;1417;1993-11-17;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1418;1418;1993-11-18;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1419;1419;1993-11-19;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1420;1420;1993-11-20;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1421;1421;1993-11-21;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1422;1422;1993-11-22;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1423;1423;1993-11-23;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1424;1424;1993-11-24;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1425;1425;1993-11-25;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1426;1426;1993-11-26;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1427;1427;1993-11-27;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1428;1428;1993-11-28;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1429;1429;1993-11-29;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1430;1430;1993-11-30;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1431;1431;1993-12-01;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1432;1432;1993-12-02;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1433;1433;1993-12-03;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1434;1434;1993-12-04;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1435;1435;1993-12-05;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1436;1436;1993-12-06;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1437;1437;1993-12-07;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1438;1438;1993-12-08;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1439;1439;1993-12-09;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1440;1440;1993-12-10;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1441;1441;1993-12-11;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1442;1442;1993-12-12;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1443;1443;1993-12-13;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1444;1444;1993-12-14;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1445;1445;1993-12-15;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1446;1446;1993-12-16;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1447;1447;1993-12-17;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1448;1448;1993-12-18;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1449;1449;1993-12-19;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1450;1450;1993-12-20;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1451;1451;1993-12-21;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1452;1452;1993-12-22;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
1453;1453;1993-12-23;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
